date,load
2021/5/2 0:00,5783.09
2021/5/2 0:30,5601.69
2021/5/2 1:00,5519.64
2021/5/2 1:30,5457.8
2021/5/2 2:00,5346.08
2021/5/2 2:30,5289.15
2021/5/2 3:00,5232.22
2021/5/2 3:30,5202.6
2021/5/2 4:00,5220.85
2021/5/2 4:30,5241.03
2021/5/2 5:00,5248.26
2021/5/2 5:30,5312.55
2021/5/2 6:00,5339.65
2021/5/2 6:30,5375.8
2021/5/2 7:00,5418.5
2021/5/2 7:30,5458.66
2021/5/2 8:00,5413.69
2021/5/2 8:30,5386.75
2021/5/2 9:00,5367.72
2021/5/2 9:30,5303.05
2021/5/2 10:00,5199.12
2021/5/2 10:30,5198.17
2021/5/2 11:00,5225.95
2021/5/2 11:30,5344.67
2021/5/2 12:00,5331.44
2021/5/2 12:30,5358.65
2021/5/2 13:00,5335.26
2021/5/2 13:30,5309.15
2021/5/2 14:00,5357.95
2021/5/2 14:30,5442.38
2021/5/2 15:00,5643.57
2021/5/2 15:30,5857.94
2021/5/2 16:00,6049.24
2021/5/2 16:30,6324.81
2021/5/2 17:00,6636.31
2021/5/2 17:30,6825.72
2021/5/2 18:00,7032.44
2021/5/2 18:30,7042.51
2021/5/2 19:00,6939.52
2021/5/2 19:30,6780.65
2021/5/2 20:00,6668.13
2021/5/2 20:30,6550.79
2021/5/2 21:00,6415.31
2021/5/2 21:30,6317.29
2021/5/2 22:00,6201.77
2021/5/2 22:30,6135.33
2021/5/2 23:00,6082.32
2021/5/2 23:30,5841.21
2021/5/3 0:00,5681.15
2021/5/3 0:30,5506.87
2021/5/3 1:00,5391.12
2021/5/3 1:30,5315.45
2021/5/3 2:00,5260.91
2021/5/3 2:30,5201.35
2021/5/3 3:00,5190.28
2021/5/3 3:30,5227.6
2021/5/3 4:00,5184.02
2021/5/3 4:30,5192.54
2021/5/3 5:00,5210.46
2021/5/3 5:30,5280.36
2021/5/3 6:00,5375.95
2021/5/3 6:30,5462.79
2021/5/3 7:00,5534.43
2021/5/3 7:30,5523.63
2021/5/3 8:00,5407.78
2021/5/3 8:30,5263.65
2021/5/3 9:00,5133.96
2021/5/3 9:30,4988.44
2021/5/3 10:00,4835.19
2021/5/3 10:30,4680.31
2021/5/3 11:00,4669.43
2021/5/3 11:30,4719.14
2021/5/3 12:00,4783.28
2021/5/3 12:30,4917.73
2021/5/3 13:00,5036.99
2021/5/3 13:30,4966.48
2021/5/3 14:00,4999.56
2021/5/3 14:30,5191.28
2021/5/3 15:00,5394.21
2021/5/3 15:30,5643.52
2021/5/3 16:00,5961.35
2021/5/3 16:30,6305.58
2021/5/3 17:00,6651.4
2021/5/3 17:30,6961.17
2021/5/3 18:00,7181.41
2021/5/3 18:30,7180.93
2021/5/3 19:00,7119.97
2021/5/3 19:30,6921.86
2021/5/3 20:00,6770.67
2021/5/3 20:30,6728.07
2021/5/3 21:00,6550.16
2021/5/3 21:30,6399.34
2021/5/3 22:00,6263.88
2021/5/3 22:30,6139.76
2021/5/3 23:00,6062.49
2021/5/3 23:30,5854.05
2021/5/4 0:00,5666.49
2021/5/4 0:30,5544.57
2021/5/4 1:00,5414.68
2021/5/4 1:30,5313.68
2021/5/4 2:00,5300.15
2021/5/4 2:30,5251.81
2021/5/4 3:00,5227.55
2021/5/4 3:30,5235.22
2021/5/4 4:00,5244.57
2021/5/4 4:30,5278.6
2021/5/4 5:00,5376.84
2021/5/4 5:30,5620.69
2021/5/4 6:00,5853.23
2021/5/4 6:30,6174.75
2021/5/4 7:00,6443.85
2021/5/4 7:30,6570.61
2021/5/4 8:00,6418.62
2021/5/4 8:30,6101.78
2021/5/4 9:00,5764.56
2021/5/4 9:30,5546.88
2021/5/4 10:00,5382.68
2021/5/4 10:30,5203.06
2021/5/4 11:00,5116.46
2021/5/4 11:30,5050.34
2021/5/4 12:00,5058.97
2021/5/4 12:30,5139.34
2021/5/4 13:00,5175.73
2021/5/4 13:30,5181.54
2021/5/4 14:00,5541.09
2021/5/4 14:30,5769.08
2021/5/4 15:00,5986.11
2021/5/4 15:30,6243.6
2021/5/4 16:00,6595.24
2021/5/4 16:30,6944.25
2021/5/4 17:00,7157.61
2021/5/4 17:30,7345.23
2021/5/4 18:00,7530.08
2021/5/4 18:30,7471.31
2021/5/4 19:00,7447.1
2021/5/4 19:30,7254.15
2021/5/4 20:00,7134.2
2021/5/4 20:30,7054.67
2021/5/4 21:00,6802.63
2021/5/4 21:30,6615.56
2021/5/4 22:00,6464.4
2021/5/4 22:30,6333.82
2021/5/4 23:00,6207.6
2021/5/4 23:30,6004.28
2021/5/5 0:00,5825.38
2021/5/5 0:30,5643.77
2021/5/5 1:00,5519.99
2021/5/5 1:30,5390.75
2021/5/5 2:00,5392.26
2021/5/5 2:30,5333.66
2021/5/5 3:00,5310.67
2021/5/5 3:30,5337.34
2021/5/5 4:00,5308.51
2021/5/5 4:30,5347.39
2021/5/5 5:00,5442.24
2021/5/5 5:30,5662.19
2021/5/5 6:00,5908.19
2021/5/5 6:30,6233.61
2021/5/5 7:00,6417.62
2021/5/5 7:30,6557.48
2021/5/5 8:00,6520.25
2021/5/5 8:30,6432.2
2021/5/5 9:00,6581.14
2021/5/5 9:30,6711.53
2021/5/5 10:00,6659.27
2021/5/5 10:30,6628.75
2021/5/5 11:00,6692.3
2021/5/5 11:30,6689.95
2021/5/5 12:00,6570.31
2021/5/5 12:30,6535.99
2021/5/5 13:00,6505.86
2021/5/5 13:30,6341.32
2021/5/5 14:00,6358.32
2021/5/5 14:30,6321.09
2021/5/5 15:00,6135.45
2021/5/5 15:30,6215.14
2021/5/5 16:00,6417.29
2021/5/5 16:30,6653.93
2021/5/5 17:00,6941.7
2021/5/5 17:30,7250.57
2021/5/5 18:00,7462.81
2021/5/5 18:30,7479.36
2021/5/5 19:00,7471.48
2021/5/5 19:30,7261.85
2021/5/5 20:00,7211.77
2021/5/5 20:30,7199.83
2021/5/5 21:00,7021.42
2021/5/5 21:30,6818.18
2021/5/5 22:00,6596.15
2021/5/5 22:30,6425.02
2021/5/5 23:00,6287.85
2021/5/5 23:30,6039.71
2021/5/6 0:00,5790.15
2021/5/6 0:30,5618.87
2021/5/6 1:00,5458.03
2021/5/6 1:30,5360.83
2021/5/6 2:00,5314.15
2021/5/6 2:30,5280.42
2021/5/6 3:00,5246.78
2021/5/6 3:30,5228.34
2021/5/6 4:00,5261.43
2021/5/6 4:30,5311.05
2021/5/6 5:00,5424.62
2021/5/6 5:30,5623.88
2021/5/6 6:00,5896.75
2021/5/6 6:30,6262.21
2021/5/6 7:00,6589.79
2021/5/6 7:30,6734.79
2021/5/6 8:00,6488.46
2021/5/6 8:30,6090.36
2021/5/6 9:00,5735.82
2021/5/6 9:30,5419.3
2021/5/6 10:00,5127.27
2021/5/6 10:30,4903.96
2021/5/6 11:00,4741.19
2021/5/6 11:30,4682.05
2021/5/6 12:00,4629.97
2021/5/6 12:30,4704.73
2021/5/6 13:00,4829.71
2021/5/6 13:30,4935.72
2021/5/6 14:00,5157.91
2021/5/6 14:30,5400.38
2021/5/6 15:00,5651.68
2021/5/6 15:30,5963.68
2021/5/6 16:00,6303.28
2021/5/6 16:30,6599.58
2021/5/6 17:00,6895.87
2021/5/6 17:30,7099.59
2021/5/6 18:00,7305.04
2021/5/6 18:30,7323.78
2021/5/6 19:00,7292.11
2021/5/6 19:30,7145.8
2021/5/6 20:00,7065.47
2021/5/6 20:30,6997.68
2021/5/6 21:00,6788.88
2021/5/6 21:30,6622.37
2021/5/6 22:00,6397.38
2021/5/6 22:30,6234.44
2021/5/6 23:00,6122.28
2021/5/6 23:30,5895.06
2021/5/7 0:00,5664.52
2021/5/7 0:30,5505.17
2021/5/7 1:00,5403.48
2021/5/7 1:30,5277.26
2021/5/7 2:00,5214.46
2021/5/7 2:30,5179.82
2021/5/7 3:00,5177.92
2021/5/7 3:30,5150.92
2021/5/7 4:00,5194.74
2021/5/7 4:30,5300.86
2021/5/7 5:00,5398.01
2021/5/7 5:30,5601.39
2021/5/7 6:00,5777.61
2021/5/7 6:30,6200.97
2021/5/7 7:00,6462.76
2021/5/7 7:30,6606.49
2021/5/7 8:00,6384.92
2021/5/7 8:30,6066.77
2021/5/7 9:00,5702.26
2021/5/7 9:30,5418.79
2021/5/7 10:00,5168.26
2021/5/7 10:30,5043.13
2021/5/7 11:00,4963.8
2021/5/7 11:30,4891.01
2021/5/7 12:00,4854.72
2021/5/7 12:30,4898.92
2021/5/7 13:00,5003.21
2021/5/7 13:30,5234
2021/5/7 14:00,5497.88
2021/5/7 14:30,5773.07
2021/5/7 15:00,6062.64
2021/5/7 15:30,6262.66
2021/5/7 16:00,6585.32
2021/5/7 16:30,6780.35
2021/5/7 17:00,6962.08
2021/5/7 17:30,7058.31
2021/5/7 18:00,7132.09
2021/5/7 18:30,7064.33
2021/5/7 19:00,6968.82
2021/5/7 19:30,6861.98
2021/5/7 20:00,6807.78
2021/5/7 20:30,6842.07
2021/5/7 21:00,6673.69
2021/5/7 21:30,6486.48
2021/5/7 22:00,6311.83
2021/5/7 22:30,6255.34
2021/5/7 23:00,6122.22
2021/5/7 23:30,5909.63
2021/5/8 0:00,5709.67
2021/5/8 0:30,5514.22
2021/5/8 1:00,5387.03
2021/5/8 1:30,5328.12
2021/5/8 2:00,5227.35
2021/5/8 2:30,5194.96
2021/5/8 3:00,5136.22
2021/5/8 3:30,5126.74
2021/5/8 4:00,5155.99
2021/5/8 4:30,5176.35
2021/5/8 5:00,5206.11
2021/5/8 5:30,5303.1
2021/5/8 6:00,5402.94
2021/5/8 6:30,5538.72
2021/5/8 7:00,5667.75
2021/5/8 7:30,5674.78
2021/5/8 8:00,5526.73
2021/5/8 8:30,5406.33
2021/5/8 9:00,5213.19
2021/5/8 9:30,5041.75
2021/5/8 10:00,4870.67
2021/5/8 10:30,4632.54
2021/5/8 11:00,4575.69
2021/5/8 11:30,4508.8
2021/5/8 12:00,4505.36
2021/5/8 12:30,4627
2021/5/8 13:00,4781.93
2021/5/8 13:30,4873.76
2021/5/8 14:00,5086.97
2021/5/8 14:30,5394.99
2021/5/8 15:00,5592.81
2021/5/8 15:30,5737.01
2021/5/8 16:00,5958.54
2021/5/8 16:30,6125.65
2021/5/8 17:00,6449.99
2021/5/8 17:30,6646.44
2021/5/8 18:00,6821.33
2021/5/8 18:30,6805.29
2021/5/8 19:00,6714.55
2021/5/8 19:30,6560.84
2021/5/8 20:00,6462.91
2021/5/8 20:30,6381.88
2021/5/8 21:00,6229.01
2021/5/8 21:30,6127.8
2021/5/8 22:00,6023.19
2021/5/8 22:30,6016.95
2021/5/8 23:00,5966.78
2021/5/8 23:30,5779.43
2021/5/9 0:00,5585.9
2021/5/9 0:30,5447.57
2021/5/9 1:00,5289.67
2021/5/9 1:30,5207.32
2021/5/9 2:00,5118.35
2021/5/9 2:30,5081.33
2021/5/9 3:00,5077.63
2021/5/9 3:30,5061.57
2021/5/9 4:00,5072.84
2021/5/9 4:30,5068.72
2021/5/9 5:00,5076.13
2021/5/9 5:30,5163.19
2021/5/9 6:00,5192.21
2021/5/9 6:30,5310.33
2021/5/9 7:00,5406.4
2021/5/9 7:30,5489.96
2021/5/9 8:00,5384.64
2021/5/9 8:30,5444.19
2021/5/9 9:00,5338.45
2021/5/9 9:30,5338.12
2021/5/9 10:00,5562.32
2021/5/9 10:30,5580.41
2021/5/9 11:00,5318.35
2021/5/9 11:30,5036.08
2021/5/9 12:00,4868.41
2021/5/9 12:30,4806.61
2021/5/9 13:00,4918.79
2021/5/9 13:30,5007.78
2021/5/9 14:00,4958.85
2021/5/9 14:30,4915.4
2021/5/9 15:00,5118.67
2021/5/9 15:30,5353.87
2021/5/9 16:00,5799.5
2021/5/9 16:30,6200.87
2021/5/9 17:00,6551.18
2021/5/9 17:30,6725.55
2021/5/9 18:00,6968.65
2021/5/9 18:30,6996.6
2021/5/9 19:00,6947.72
2021/5/9 19:30,6768.56
2021/5/9 20:00,6683.97
2021/5/9 20:30,6554.26
2021/5/9 21:00,6406.85
2021/5/9 21:30,6283.12
2021/5/9 22:00,6135.96
2021/5/9 22:30,6000.84
2021/5/9 23:00,5886.57
2021/5/9 23:30,5697.27
2021/5/10 0:00,5507.92
2021/5/10 0:30,5376.75
2021/5/10 1:00,5268.33
2021/5/10 1:30,5206.36
2021/5/10 2:00,5165.82
2021/5/10 2:30,5132.77
2021/5/10 3:00,5115.49
2021/5/10 3:30,5119.85
2021/5/10 4:00,5117.46
2021/5/10 4:30,5219.88
2021/5/10 5:00,5334.76
2021/5/10 5:30,5586.55
2021/5/10 6:00,5801.77
2021/5/10 6:30,6120.06
2021/5/10 7:00,6366.39
2021/5/10 7:30,6513.67
2021/5/10 8:00,6458.21
2021/5/10 8:30,6260.34
2021/5/10 9:00,6045.74
2021/5/10 9:30,5833.97
2021/5/10 10:00,5495.59
2021/5/10 10:30,5277.13
2021/5/10 11:00,5234.01
2021/5/10 11:30,5210.98
2021/5/10 12:00,5164.83
2021/5/10 12:30,5213.78
2021/5/10 13:00,5331.89
2021/5/10 13:30,5496.16
2021/5/10 14:00,5630.51
2021/5/10 14:30,5810.38
2021/5/10 15:00,6078.42
2021/5/10 15:30,6359.8
2021/5/10 16:00,6672.62
2021/5/10 16:30,6946.01
2021/5/10 17:00,7073.56
2021/5/10 17:30,7281.86
2021/5/10 18:00,7500.03
2021/5/10 18:30,7457.75
2021/5/10 19:00,7350.79
2021/5/10 19:30,7122.76
2021/5/10 20:00,7034.01
2021/5/10 20:30,6901.84
2021/5/10 21:00,6671.7
2021/5/10 21:30,6459.11
2021/5/10 22:00,6260.45
2021/5/10 22:30,6171.35
2021/5/10 23:00,6029.9
2021/5/10 23:30,5826.38
2021/5/11 0:00,5646.74
2021/5/11 0:30,5509.7
2021/5/11 1:00,5437.57
2021/5/11 1:30,5353.5
2021/5/11 2:00,5309.24
2021/5/11 2:30,5273.51
2021/5/11 3:00,5194.89
2021/5/11 3:30,5205.41
2021/5/11 4:00,5191.08
2021/5/11 4:30,5242.35
2021/5/11 5:00,5320.18
2021/5/11 5:30,5551.49
2021/5/11 6:00,5736.65
2021/5/11 6:30,6058.75
2021/5/11 7:00,6306.89
2021/5/11 7:30,6508.88
2021/5/11 8:00,6424.06
2021/5/11 8:30,6129.72
2021/5/11 9:00,5874.06
2021/5/11 9:30,5682.94
2021/5/11 10:00,5525.28
2021/5/11 10:30,5386.48
2021/5/11 11:00,5286.22
2021/5/11 11:30,5071.82
2021/5/11 12:00,5030.3
2021/5/11 12:30,5247.63
2021/5/11 13:00,5335.38
2021/5/11 13:30,5475.48
2021/5/11 14:00,5655.54
2021/5/11 14:30,5867.07
2021/5/11 15:00,6072.34
2021/5/11 15:30,6344.06
2021/5/11 16:00,6635.25
2021/5/11 16:30,6965.63
2021/5/11 17:00,7244.24
2021/5/11 17:30,7365.03
2021/5/11 18:00,7556.4
2021/5/11 18:30,7477.58
2021/5/11 19:00,7473.33
2021/5/11 19:30,7253.32
2021/5/11 20:00,7080.62
2021/5/11 20:30,6966.23
2021/5/11 21:00,6738.89
2021/5/11 21:30,6603.14
2021/5/11 22:00,6447.19
2021/5/11 22:30,6319.15
2021/5/11 23:00,6190.78
2021/5/11 23:30,5978.72
2021/5/12 0:00,5743.16
2021/5/12 0:30,5573.8
2021/5/12 1:00,5412.33
2021/5/12 1:30,5327.87
2021/5/12 2:00,5276.04
2021/5/12 2:30,5262.37
2021/5/12 3:00,5239.23
2021/5/12 3:30,5221.64
2021/5/12 4:00,5186.3
2021/5/12 4:30,5228.51
2021/5/12 5:00,5348.56
2021/5/12 5:30,5545.6
2021/5/12 6:00,5720.7
2021/5/12 6:30,6073.47
2021/5/12 7:00,6360.78
2021/5/12 7:30,6579.88
2021/5/12 8:00,6457.76
2021/5/12 8:30,6270.69
2021/5/12 9:00,6126.08
2021/5/12 9:30,6120.04
2021/5/12 10:00,6026.42
2021/5/12 10:30,5837.69
2021/5/12 11:00,5815.39
2021/5/12 11:30,5844.02
2021/5/12 12:00,5751.67
2021/5/12 12:30,5867.71
2021/5/12 13:00,6025.36
2021/5/12 13:30,6090.91
2021/5/12 14:00,6134.33
2021/5/12 14:30,6344.73
2021/5/12 15:00,6489.27
2021/5/12 15:30,6797.31
2021/5/12 16:00,7021.61
2021/5/12 16:30,7137.46
2021/5/12 17:00,7323.37
2021/5/12 17:30,7437.53
2021/5/12 18:00,7387.62
2021/5/12 18:30,7214.76
2021/5/12 19:00,7184.43
2021/5/12 19:30,7001.46
2021/5/12 20:00,6944.68
2021/5/12 20:30,6972.28
2021/5/12 21:00,6774.94
2021/5/12 21:30,6606.88
2021/5/12 22:00,6407.99
2021/5/12 22:30,6312.16
2021/5/12 23:00,6147.25
2021/5/12 23:30,5854.09
2021/5/13 0:00,5650.05
2021/5/13 0:30,5464.47
2021/5/13 1:00,5348.25
2021/5/13 1:30,5279.82
2021/5/13 2:00,5251.44
2021/5/13 2:30,5207.76
2021/5/13 3:00,5183.82
2021/5/13 3:30,5179.33
2021/5/13 4:00,5200.43
2021/5/13 4:30,5255.93
2021/5/13 5:00,5350.37
2021/5/13 5:30,5580.93
2021/5/13 6:00,5778.7
2021/5/13 6:30,6100.15
2021/5/13 7:00,6396.38
2021/5/13 7:30,6518.19
2021/5/13 8:00,6358.3
2021/5/13 8:30,6088.17
2021/5/13 9:00,5781.71
2021/5/13 9:30,5518.15
2021/5/13 10:00,5214.77
2021/5/13 10:30,5076.51
2021/5/13 11:00,5007.62
2021/5/13 11:30,4925.15
2021/5/13 12:00,4903.79
2021/5/13 12:30,4936.23
2021/5/13 13:00,4957.51
2021/5/13 13:30,5040.83
2021/5/13 14:00,5215.62
2021/5/13 14:30,5406.95
2021/5/13 15:00,5588.98
2021/5/13 15:30,5893.83
2021/5/13 16:00,6271.16
2021/5/13 16:30,6623.93
2021/5/13 17:00,6946.42
2021/5/13 17:30,7154.73
2021/5/13 18:00,7373.7
2021/5/13 18:30,7359.33
2021/5/13 19:00,7358.13
2021/5/13 19:30,7155.81
2021/5/13 20:00,7065.96
2021/5/13 20:30,6955.73
2021/5/13 21:00,6778.45
2021/5/13 21:30,6593.72
2021/5/13 22:00,6382.8
